id,checkid,checkingpeer,p2pcheckstsatus,time
6947,3474,cgreenbe,Start,10:46
6948,3474,cgreenbe,Failure,03:39
6949,3475,mauricio,Start,12:24
6950,3475,mauricio,Success,14:14
6951,3476,princess,Start,19:31
6952,3476,princess,Failure,19:31
6953,3477,necromat,Start,05:53
6954,3477,necromat,Failure,15:39
6955,3478,binnshag,Start,17:41
6956,3478,binnshag,Success,18:30
6957,3479,erikursi,Start,05:05
6958,3479,erikursi,Success,06:42
6959,3480,e.bogachuk,Start,02:26
6960,3480,e.bogachuk,Failure,19:19
6961,3481,biodiese,Start,21:57
6962,3481,biodiese,Success,08:56
6963,3482,slyviada,Start,19:31
6964,3482,slyviada,Success,06:42
6965,3483,rammuseu,Start,14:50
6966,3483,rammuseu,Failure,15:15
6967,3484,cayennew,Start,22:58
6968,3484,cayennew,Failure,09:33
6969,3485,roggosce,Start,03:03
6970,3485,roggosce,Success,12:36
6971,3486,hatchesn,Start,22:58
6972,3486,hatchesn,Failure,01:37
6973,3487,abbeyrus,Start,12:36
6974,3487,abbeyrus,Success,22:34
6975,3488,supertha,Start,02:38
6976,3488,supertha,Failure,11:47
6977,3489,rleonard,Start,04:52
6978,3489,rleonard,Success,00:24
6979,3490,waresher,Start,19:19
6980,3490,waresher,Success,22:58
6981,3491,mitzifra,Start,03:03
6982,3491,mitzifra,Failure,07:19
6983,3492,jdoomfis,Start,20:56
6984,3492,jdoomfis,Success,08:08
6985,3493,adough,Start,01:01
6986,3493,adough,Success,22:10
6987,3494,sharkjos,Start,07:43
6988,3494,sharkjos,Failure,09:33
6989,3495,perrosde,Start,13:49
6990,3495,perrosde,Success,18:54
6991,3496,hamishcl,Start,04:40
6992,3496,hamishcl,Failure,05:53
6993,3497,rdontos,Start,03:03
6994,3497,rdontos,Success,18:30
6995,3498,dotharer,Start,11:59
6996,3498,dotharer,Failure,03:27
6997,3499,machrist,Start,06:30
6998,3499,machrist,Failure,19:19
6999,3500,shenmurr,Start,18:30
7000,3500,shenmurr,Success,20:20
7001,3501,gtoraq,Start,13:49
7002,3501,gtoraq,Failure,05:41
7003,3502,estaedmo,Start,00:24
7004,3502,estaedmo,Success,00:00
7005,3503,mzoraida,Start,01:49
7006,3503,mzoraida,Success,22:10
7007,3504,rorgeelp,Start,17:05
7008,3504,rorgeelp,Failure,21:33
7009,3505,maliqdot,Start,10:22
7010,3505,maliqdot,Success,02:50
7011,3506,ajhin,Start,02:14
7012,3506,ajhin,Success,00:12
7013,3507,salenasa,Start,20:20
7014,3507,salenasa,Failure,23:59
7015,3508,rinkodaw,Start,21:09
7016,3508,rinkodaw,Failure,21:57
7017,3509,fbillye,Start,05:53
7018,3509,fbillye,Success,22:46
7019,3510,aedie,Start,11:47
7020,3510,aedie,Failure,17:05
7021,3511,mistidem,Start,04:28
7022,3511,mistidem,Failure,13:13
7023,3512,androwba,Start,01:01
7024,3512,androwba,Success,06:54
7025,3513,boostery,Start,12:12
7026,3513,boostery,Failure,07:43
7027,3514,littleca,Start,17:41
7028,3514,littleca,Failure,19:19
7029,3515,coratant,Start,17:53
7030,3515,coratant,Failure,13:25
7031,3516,withersh,Start,01:49
7032,3516,withersh,Success,18:42
7033,3517,alienchu,Start,07:19
7034,3517,alienchu,Failure,11:23
7035,3518,emelinel,Start,05:41
7036,3518,emelinel,Failure,23:47
7037,3519,hlowell,Start,11:35
7038,3519,hlowell,Success,14:38
7039,3520,carllane,Start,19:55
7040,3520,carllane,Success,18:06
7041,3521,jivern,Start,05:41
7042,3521,jivern,Failure,11:59
7043,3522,hcarolee,Start,20:32
7044,3522,hcarolee,Failure,17:53
7045,3523,myrlemal,Start,05:53
7046,3523,myrlemal,Failure,09:09
7047,3524,ebonicra,Start,15:03
7048,3524,ebonicra,Success,02:14
7049,3525,Bulenko,Start,08:08
7050,3525,Bulenko,Failure,07:55
7051,3526,dotharer,Start,02:50
7052,3526,dotharer,Failure,15:15
7053,3527,capacitg,Start,16:52
7054,3527,capacitg,Failure,07:43
7055,3528,loarlyne,Start,13:37
7056,3528,loarlyne,Success,22:10
7057,3529,audiecle,Start,11:11
7058,3529,audiecle,Failure,09:57
7059,3530,hamishcl,Start,04:04
7060,3530,hamishcl,Failure,23:11
7061,3531,joellebo,Start,21:09
7062,3531,joellebo,Failure,01:13
7063,3532,paulinac,Start,09:09
7064,3532,paulinac,Success,02:26
7065,3533,knikia,Start,12:12
7066,3533,knikia,Success,10:22
7067,3534,rebeccaa,Start,17:17
7068,3534,rebeccaa,Success,02:14
7069,3535,rorgeelp,Start,22:34
7070,3535,rorgeelp,Success,18:30
7071,3536,luanarau,Start,04:52
7072,3536,luanarau,Failure,23:35
7073,3537,fbillye,Start,09:57
7074,3537,fbillye,Failure,13:49
7075,3538,mollosev,Start,12:24
7076,3538,mollosev,Success,02:02
7077,3539,dhammer,Start,14:02
7078,3539,dhammer,Failure,15:51
7079,3540,capacitg,Start,01:25
7080,3540,capacitg,Success,08:44
7081,3541,kwukong,Start,20:20
7082,3541,kwukong,Failure,19:31
7083,3542,ghumbleb,Start,19:43
7084,3542,ghumbleb,Failure,17:17
7085,3543,jenegabr,Start,06:18
7086,3543,jenegabr,Success,02:26
7087,3544,jivern,Start,02:38
7088,3544,jivern,Failure,03:39
7089,3545,jeanenea,Start,03:03
7090,3545,jeanenea,Failure,01:01
7091,3546,judgejal,Start,12:48
7092,3546,judgejal,Success,08:20
7093,3547,aemmafre,Start,06:18
7094,3547,aemmafre,Failure,03:27
7095,3548,richesea,Start,07:43
7096,3548,richesea,Success,14:02
7097,3549,mollosev,Start,22:46
7098,3549,mollosev,Failure,19:19
7099,3550,mbulwer,Start,20:08
7100,3550,mbulwer,Failure,09:09
7101,3551,takemiym,Start,00:24
7102,3551,takemiym,Success,16:52
7103,3552,pallaaxe,Start,13:25
7104,3552,pallaaxe,Failure,23:35
7105,3553,norridge,Start,06:06
7106,3553,norridge,Failure,05:17
7107,3554,dogletho,Start,05:41
7108,3554,dogletho,Success,00:24
7109,3555,tprobius,Start,05:05
7110,3555,tprobius,Success,18:30
7111,3556,umfredir,Start,14:50
7112,3556,umfredir,Success,22:22
7113,3557,judgejal,Start,00:24
7114,3557,judgejal,Success,02:50
7115,3558,tblitzcr,Start,13:25
7116,3558,tblitzcr,Failure,21:45
7117,3559,utherydg,Start,20:44
7118,3559,utherydg,Failure,03:15
7119,3560,nerissas,Start,01:13
7120,3560,nerissas,Failure,21:09
7121,3561,nollarey,Start,18:30
7122,3561,nollarey,Failure,17:05
7123,3562,mordnore,Start,19:43
7124,3562,mordnore,Failure,19:31
7125,3563,millykir,Start,09:57
7126,3563,millykir,Success,20:32
7127,3564,aemmafre,Start,07:07
7128,3564,aemmafre,Failure,09:09
7129,3565,cresswec,Start,05:05
7130,3565,cresswec,Success,10:58
7131,3566,yolandep,Start,14:50
7132,3566,yolandep,Failure,09:09
7133,3567,ccassell,Start,10:58
7134,3567,ccassell,Failure,21:09
7135,3568,kathyhan,Start,01:37
7136,3568,kathyhan,Success,00:24
7137,3569,barnards,Start,23:59
7138,3569,barnards,Success,12:24
7139,3570,zoraidab,Start,13:25
7140,3570,zoraidab,Failure,05:29
7141,3571,roddstat,Start,23:11
7142,3571,roddstat,Failure,05:05
7143,3572,accordij,Start,17:41
7144,3572,accordij,Failure,11:35
7145,3573,pallaaxe,Start,02:02
7146,3573,pallaaxe,Success,22:22
7147,3574,synthiat,Start,22:46
7148,3574,synthiat,Failure,01:13
7149,3575,dogletho,Start,15:27
7150,3575,dogletho,Success,02:26
7151,3576,loarlyne,Start,02:26
7152,3576,loarlyne,Failure,13:01
7153,3577,aemmafre,Start,21:45
7154,3577,aemmafre,Success,14:26
7155,3578,ronniele,Start,21:33
7156,3578,ronniele,Success,10:46
7157,3579,angelena,Start,23:59
7158,3579,angelena,Success,12:48
7159,3580,chmackey,Start,14:38
7160,3580,chmackey,Failure,13:37
7161,3581,tprobius,Start,15:39
7162,3581,tprobius,Failure,01:01
7163,3582,toffeeco,Start,18:42
7164,3582,toffeeco,Failure,03:27
7165,3583,accordij,Start,20:20
7166,3583,accordij,Failure,13:37
7167,3584,wallacei,Start,00:36
7168,3584,wallacei,Failure,05:29
7169,3585,hjerilyn,Start,09:45
7170,3585,hjerilyn,Failure,11:23
7171,3586,diabloan,Start,01:49
7172,3586,diabloan,Success,00:24
7173,3587,salenasa,Start,18:18
7174,3587,salenasa,Failure,17:29
7175,3588,joellebo,Start,11:47
7176,3588,joellebo,Failure,09:57
7177,3589,iseadra,Start,06:54
7178,3589,iseadra,Failure,01:49
7179,3590,richesea,Start,07:43
7180,3590,richesea,Failure,09:21
7181,3591,norridge,Start,02:38
7182,3591,norridge,Success,18:42
7183,3592,utherydg,Start,02:50
7184,3592,utherydg,Success,20:32
7185,3593,paulinac,Start,02:50
7186,3593,paulinac,Success,06:54
7187,3594,accordij,Start,20:56
7188,3594,accordij,Success,20:44
7189,3595,norridge,Start,02:26
7190,3595,norridge,Failure,19:19
7191,3596,angelena,Start,20:56
7192,3596,angelena,Success,08:08
7193,3597,lavender,Start,07:19
7194,3597,lavender,Failure,15:03
7195,3598,pallaaxe,Start,03:51
7196,3598,pallaaxe,Failure,03:51
7197,3599,emelinel,Start,23:59
7198,3599,emelinel,Failure,09:57
7199,3600,androwba,Start,01:49
7200,3600,androwba,Failure,21:45
7201,3601,galionme,Start,02:14
7202,3601,galionme,Success,00:12
7203,3602,perrosde,Start,20:44
7204,3602,perrosde,Failure,15:03
7205,3603,mbulwer,Start,03:03
7206,3603,mbulwer,Success,02:14
7207,3604,elidacon,Start,19:43
7208,3604,elidacon,Success,00:00
7209,3605,cgreenbe,Start,04:16
7210,3605,cgreenbe,Failure,23:47
7211,3606,kerenhor,Start,12:00
7212,3606,kerenhor,Success,00:36
7213,3607,cshara,Start,22:34
7214,3607,cshara,Success,06:54
7215,3608,jivern,Start,05:17
7216,3608,jivern,Success,06:42
7217,3609,Bulenko,Start,13:01
7218,3609,Bulenko,Failure,01:37
7219,3610,harmluci,Start,13:37
7220,3610,harmluci,Failure,15:39
7221,3611,sunnitif,Start,08:32
7222,3611,sunnitif,Failure,23:47
7223,3612,ccassell,Start,16:04
7224,3612,ccassell,Success,04:28
7225,3613,malenaro,Start,18:06
7226,3613,malenaro,Success,10:58
7227,3614,tprobius,Start,09:45
7228,3614,tprobius,Success,18:30
7229,3615,golemtam,Start,07:43
7230,3615,golemtam,Failure,13:01
7231,3616,loriross,Start,08:44
7232,3616,loriross,Success,04:52
7233,3617,sensordo,Start,09:21
7234,3617,sensordo,Failure,13:37
7235,3618,utherydg,Start,11:47
7236,3618,utherydg,Failure,13:49
7237,3619,tandrasc,Start,18:06
7238,3619,tandrasc,Success,08:44
7239,3620,hamishcl,Start,18:06
7240,3620,hamishcl,Failure,09:21
7241,3621,gehnbrig,Start,07:31
7242,3621,gehnbrig,Failure,05:41
7243,3622,maliqdot,Start,22:34
7244,3622,maliqdot,Failure,13:25
7245,3623,tprobius,Start,18:42
7246,3623,tprobius,Success,02:02
7247,3624,karnaksp,Start,20:44
7248,3624,karnaksp,Failure,17:29
7249,3625,barbiesa,Start,19:31
7250,3625,barbiesa,Success,04:40
7251,3626,mauricio,Start,11:35
7252,3626,mauricio,Failure,11:35
7253,3627,zoraidab,Start,00:00
7254,3627,zoraidab,Failure,01:49
7255,3628,bernarda,Start,03:51
7256,3628,bernarda,Success,08:44
7257,3629,rammuseu,Start,07:19
7258,3629,rammuseu,Failure,03:51
7259,3630,karnaksp,Start,14:02
7260,3630,karnaksp,Success,06:54
7261,3631,aedie,Start,12:36
7262,3631,aedie,Failure,15:27
7263,3632,barbiesa,Start,13:49
7264,3632,barbiesa,Success,18:06
7265,3633,roscoesu,Start,16:52
7266,3633,roscoesu,Failure,15:51
7267,3634,Bulenko,Start,21:33
7268,3634,Bulenko,Failure,09:45
7269,3635,vanesabo,Start,07:31
7270,3635,vanesabo,Failure,01:49
7271,3636,kaleighh,Start,16:28
7272,3636,kaleighh,Failure,09:33
7273,3637,millykir,Start,22:46
7274,3637,millykir,Success,22:22
7275,3638,machrist,Start,12:24
7276,3638,machrist,Success,00:00
7277,3639,loarlyne,Start,05:17
7278,3639,loarlyne,Success,16:40
7279,3640,androwba,Start,09:21
7280,3640,androwba,Failure,17:41
7281,3641,hjerilyn,Start,22:22
7282,3641,hjerilyn,Success,12:24
7283,3642,hjerilyn,Start,08:44
7284,3642,hjerilyn,Success,00:48
7285,3643,kcresswe,Start,18:42
7286,3643,kcresswe,Success,02:14
7287,3644,nicolsha,Start,11:59
7288,3644,nicolsha,Failure,15:27
7289,3645,cathleeb,Start,18:06
7290,3645,cathleeb,Success,20:32
7291,3646,jivern,Start,22:34
7292,3646,jivern,Success,10:22
7293,3647,tandrasc,Start,00:24
7294,3647,tandrasc,Success,18:06
7295,3648,tprobius,Start,17:17
7296,3648,tprobius,Success,10:58
7297,3649,gylbertk,Start,00:00
7298,3649,gylbertk,Success,06:30
7299,3650,cathleeb,Start,22:10
7300,3650,cathleeb,Failure,07:31
7301,3651,boostery,Start,20:56
7302,3651,boostery,Success,00:24
7303,3652,angelena,Start,16:28
7304,3652,angelena,Failure,11:47
7305,3653,salenasa,Start,13:13
7306,3653,salenasa,Success,16:28
7307,3654,yukojuan,Start,22:58
7308,3654,yukojuan,Failure,23:59
7309,3655,sherlynt,Start,14:14
7310,3655,sherlynt,Failure,13:37
7311,3656,roddstat,Start,19:55
7312,3656,roddstat,Failure,01:49
7313,3657,zoraidab,Start,05:17
7314,3657,zoraidab,Success,08:20
7315,3658,cmerlyn,Start,19:31
7316,3658,cmerlyn,Success,22:34
7317,3659,cayennew,Start,11:11
7318,3659,cayennew,Success,02:38
7319,3660,biodiese,Start,20:44
7320,3660,biodiese,Failure,03:51
7321,3661,kleinerb,Start,15:39
7322,3661,kleinerb,Success,20:56
7323,3662,hazelnut,Start,18:54
7324,3662,hazelnut,Failure,13:01
7325,3663,flashern,Start,03:03
7326,3663,flashern,Success,22:34
7327,3664,desirelo,Start,15:15
7328,3664,desirelo,Failure,01:37
7329,3665,kaleighh,Start,15:27
7330,3665,kaleighh,Success,06:54
7331,3666,paulinac,Start,10:34
7332,3666,paulinac,Failure,19:07
7333,3667,waresher,Start,20:08
7334,3667,waresher,Success,08:08
7335,3668,dhammer,Start,13:13
7336,3668,dhammer,Success,16:52
7337,3669,slyviada,Start,10:46
7338,3669,slyviada,Success,10:34
7339,3670,kathyhan,Start,03:39
7340,3670,kathyhan,Success,12:24
7341,3671,barbiesa,Start,00:48
7342,3671,barbiesa,Success,22:46
7343,3672,mauricio,Start,04:28
7344,3672,mauricio,Success,12:12
7345,3673,elidacon,Start,18:06
7346,3673,elidacon,Failure,13:01
7347,3674,norridge,Start,07:55
7348,3674,norridge,Success,18:30
7349,3675,molliekh,Start,16:28
7350,3675,molliekh,Failure,05:17
7351,3676,jdoomfis,Start,11:59
7352,3676,jdoomfis,Failure,15:03
7353,3677,dionecar,Start,12:12
7354,3677,dionecar,Failure,11:11
7355,3678,chmackey,Start,02:26
7356,3678,chmackey,Success,14:02
7357,3679,biodiese,Start,11:47
7358,3679,biodiese,Failure,21:57
7359,3680,cmerlyn,Start,07:07
7360,3680,cmerlyn,Success,22:22
7361,3681,umfredra,Start,07:19
7362,3681,umfredra,Failure,19:07
7363,3682,loriross,Start,22:22
7364,3682,loriross,Failure,03:39
7365,3683,ccassell,Start,22:22
7366,3683,ccassell,Success,04:04
7367,3684,fbillye,Start,07:07
7368,3684,fbillye,Failure,13:13
7369,3685,ghumbleb,Start,09:57
7370,3685,ghumbleb,Failure,17:17
7371,3686,cayennew,Start,16:52
7372,3686,cayennew,Success,22:58
7373,3687,drahardo,Start,20:56
7374,3687,drahardo,Failure,17:29
7375,3688,harrietb,Start,10:22
7376,3688,harrietb,Failure,17:05
7377,3689,butterps,Start,16:52
7378,3689,butterps,Failure,17:05
7379,3690,mordnore,Start,03:39
7380,3690,mordnore,Success,20:08
7381,3691,vanesabo,Start,08:20
7382,3691,vanesabo,Success,22:22
7383,3692,jenegabr,Start,23:35
7384,3692,jenegabr,Failure,09:09
7385,3693,coriande,Start,11:35
7386,3693,coriande,Success,14:38
7387,3694,adough,Start,22:46
7388,3694,adough,Success,14:26
7389,3695,mauricio,Start,18:42
7390,3695,mauricio,Failure,19:31
7391,3696,gylbertk,Start,17:29
7392,3696,gylbertk,Failure,23:59
7393,3697,cmerlyn,Start,22:46
7394,3697,cmerlyn,Success,08:44
7395,3698,vanesabo,Start,13:49
7396,3698,vanesabo,Failure,19:31
7397,3699,salenasa,Start,07:31
7398,3699,salenasa,Failure,11:47
7399,3700,perrosde,Start,21:21
7400,3700,perrosde,Failure,03:15
7401,3701,myeshask,Start,15:39
7402,3701,myeshask,Failure,09:21
7403,3702,biodiese,Start,12:12
7404,3702,biodiese,Success,14:38
7405,3703,hspeaker,Start,00:48
7406,3703,hspeaker,Failure,03:15
7407,3704,cshara,Start,13:37
7408,3704,cshara,Success,08:32
7409,3705,cornmeal,Start,18:18
7410,3705,cornmeal,Success,18:06
7411,3706,aethando,Start,04:28
7412,3706,aethando,Failure,19:19
7413,3707,wmicha,Start,09:57
7414,3707,wmicha,Failure,17:05
7415,3708,boostery,Start,12:24
7416,3708,boostery,Failure,17:41
7417,3709,noisejaq,Start,09:45
7418,3709,noisejaq,Failure,19:19
7419,3710,paulinac,Start,11:11
7420,3710,paulinac,Success,04:40
7421,3711,hjerilyn,Start,19:19
7422,3711,hjerilyn,Failure,15:27
7423,3712,mbulwer,Start,15:51
7424,3712,mbulwer,Success,16:40
7425,3713,cmerlyn,Start,09:45
7426,3713,cmerlyn,Failure,11:35
7427,3714,clemenha,Start,13:49
7428,3714,clemenha,Failure,23:59
7429,3715,boostery,Start,18:06
7430,3715,boostery,Success,12:12
7431,3716,genesiss,Start,11:47
7432,3716,genesiss,Failure,19:31
7433,3717,diabloan,Start,08:44
7434,3717,diabloan,Success,14:50
7435,3718,luanarau,Start,10:58
7436,3718,luanarau,Success,16:16
7437,3719,genesiss,Start,07:31
7438,3719,genesiss,Failure,09:09
7439,3720,limesbra,Start,05:53
7440,3720,limesbra,Failure,21:57
7441,3721,binnshag,Start,06:54
7442,3721,binnshag,Failure,13:13
7443,3722,sherlynt,Start,06:54
7444,3722,sherlynt,Failure,11:47
7445,3723,papawfen,Start,22:34
7446,3723,papawfen,Failure,19:43
7447,3724,nollarey,Start,03:03
7448,3724,nollarey,Success,16:52
7449,3725,Andrew,Start,21:45
7450,3725,Andrew,Success,02:26
7451,3726,butterps,Start,20:08
7452,3726,butterps,Success,06:06
7453,3727,maryanna,Start,12:24
7454,3727,maryanna,Failure,01:25
7455,3728,erikurfo,Start,20:56
7456,3728,erikurfo,Failure,07:55
7457,3729,tortilla,Start,17:41
7458,3729,tortilla,Failure,19:19
7459,3730,nwiley,Start,00:48
7460,3730,nwiley,Success,08:44
7461,3731,cshara,Start,00:48
7462,3731,cshara,Failure,01:25
7463,3732,cathleeb,Start,09:45
7464,3732,cathleeb,Failure,17:17
7465,3733,slyviada,Start,21:45
7466,3733,slyviada,Success,06:18
7467,3734,tprobius,Start,09:21
7468,3734,tprobius,Failure,09:21
7469,3735,barbiesa,Start,03:39
7470,3735,barbiesa,Success,20:32
7471,3736,wallacei,Start,04:52
7472,3736,wallacei,Failure,05:17
7473,3737,hanalesh,Start,15:51
7474,3737,hanalesh,Failure,19:07
7475,3738,kleinerb,Start,23:59
7476,3738,kleinerb,Failure,15:03
7477,3739,rinkodaw,Start,22:22
7478,3739,rinkodaw,Failure,21:09
7479,3740,corrietr,Start,18:42
7480,3740,corrietr,Success,00:48
7481,3741,slyviada,Start,17:29
7482,3741,slyviada,Failure,19:07
7483,3742,wmicha,Start,11:35
7484,3742,wmicha,Failure,11:35
7485,3743,nerissas,Start,03:03
7486,3743,nerissas,Failure,21:09
7487,3744,myrlemal,Start,21:57
7488,3744,myrlemal,Failure,15:51
7489,3745,umfredra,Start,13:37
7490,3745,umfredra,Success,06:18
7491,3746,wmicha,Start,04:52
7492,3746,wmicha,Failure,11:23
7493,3747,diabloan,Start,18:42
7494,3747,diabloan,Success,00:36
7495,3748,dhammer,Start,10:58
7496,3748,dhammer,Success,04:40
7497,3749,accordij,Start,15:03
7498,3749,accordij,Success,00:48
7499,3750,flashern,Start,22:46
7500,3750,flashern,Failure,11:23
7501,3751,coriande,Start,00:12
7502,3751,coriande,Success,16:16
7503,3752,vanesabo,Start,11:47
7504,3752,vanesabo,Success,14:14
7505,3753,gylbertk,Start,08:56
7506,3753,gylbertk,Success,22:58
7507,3754,neldaqui,Start,19:55
7508,3754,neldaqui,Failure,01:01
7509,3755,jeanenea,Start,04:04
7510,3755,jeanenea,Failure,05:05
7511,3756,zoraidab,Start,20:56
7512,3756,zoraidab,Success,16:16
7513,3757,hazelnut,Start,22:58
7514,3757,hazelnut,Success,02:50
7515,3758,barbiesa,Start,07:31
7516,3758,barbiesa,Success,00:24
7517,3759,sherlynt,Start,14:38
7518,3759,sherlynt,Success,06:54
7519,3760,kwukong,Start,00:24
7520,3760,kwukong,Success,16:52
7521,3761,boostery,Start,02:02
7522,3761,boostery,Failure,19:19
7523,3762,dogletho,Start,13:37
7524,3762,dogletho,Failure,01:01
7525,3763,guitarso,Start,02:50
7526,3763,guitarso,Failure,21:09
7527,3764,hanalesh,Start,21:09
7528,3764,hanalesh,Success,12:36
7529,3765,galionme,Start,12:48
7530,3765,galionme,Failure,07:31
7531,3766,tblitzcr,Start,10:46
7532,3766,tblitzcr,Failure,21:57
7533,3767,papawfen,Start,03:03
7534,3767,papawfen,Failure,01:01
7535,3768,nerissas,Start,07:19
7536,3768,nerissas,Success,20:20
7537,3769,butterps,Start,09:45
7538,3769,butterps,Failure,17:41
7539,3770,minellaa,Start,16:04
7540,3770,minellaa,Success,14:50
7541,3771,rosmertt,Start,00:48
7542,3771,rosmertt,Failure,11:35
7543,3772,mashagwi,Start,10:34
7544,3772,mashagwi,Failure,03:39
7545,3773,withersh,Start,21:45
7546,3773,withersh,Failure,07:19
7547,3774,neldaqui,Start,23:59
7548,3774,neldaqui,Failure,01:13
7549,3775,butterps,Start,17:53
7550,3775,butterps,Failure,09:57
7551,3776,judgejal,Start,20:20
7552,3776,judgejal,Success,16:40
7553,3777,gylbertk,Start,20:08
7554,3777,gylbertk,Success,00:00
7555,3778,gtoraq,Start,01:01
7556,3778,gtoraq,Success,10:34
7557,3779,hsensor,Start,00:36
7558,3779,hsensor,Failure,21:45
7559,3780,richesea,Start,13:49
7560,3780,richesea,Success,04:40
7561,3781,slyviada,Start,14:14
7562,3781,slyviada,Failure,13:01
7563,3782,cgreenbe,Start,20:08
7564,3782,cgreenbe,Success,00:00
7565,3783,englishk,Start,03:39
7566,3783,englishk,Failure,07:43
7567,3784,tinydook,Start,22:46
7568,3784,tinydook,Success,16:40
7569,3785,zasterte,Start,10:46
7570,3785,zasterte,Failure,07:55
7571,3786,sherlynt,Start,06:54
7572,3786,sherlynt,Success,00:48
7573,3787,genesiss,Start,13:37
7574,3787,genesiss,Failure,01:01
7575,3788,rleonard,Start,13:25
7576,3788,rleonard,Success,20:44
7577,3789,roggosce,Start,17:41
7578,3789,roggosce,Failure,17:41
7579,3790,santagam,Start,09:09
7580,3790,santagam,Failure,19:31
7581,3791,rdontos,Start,14:02
7582,3791,rdontos,Success,02:14
7583,3792,dotharer,Start,22:46
7584,3792,dotharer,Failure,01:25
7585,3793,dhammer,Start,13:13
7586,3793,dhammer,Success,06:54
7587,3794,alishian,Start,20:08
7588,3794,alishian,Success,00:36
7589,3795,akiraren,Start,20:20
7590,3795,akiraren,Failure,19:19
7591,3796,rebeccaa,Start,11:47
7592,3796,rebeccaa,Success,02:02
7593,3797,desirelo,Start,23:47
7594,3797,desirelo,Success,08:32
7595,3798,erikursi,Start,10:10
7596,3798,erikursi,Success,20:08
7597,3799,tprobius,Start,08:08
7598,3799,tprobius,Success,04:40
7599,3800,kleinerb,Start,03:39
7600,3800,kleinerb,Success,20:32
7601,3801,dhammer,Start,18:30
7602,3801,dhammer,Failure,11:59
7603,3802,cshara,Start,09:45
7604,3802,cshara,Success,08:08
7605,3803,dhammer,Start,19:31
7606,3803,dhammer,Success,10:34
7607,3804,genesiss,Start,08:56
7608,3804,genesiss,Failure,23:11
7609,3805,pallaaxe,Start,21:45
7610,3805,pallaaxe,Failure,03:27
7611,3806,fbillye,Start,22:46
7612,3806,fbillye,Success,08:20
7613,3807,horacene,Start,03:15
7614,3807,horacene,Failure,07:55
7615,3808,karleenk,Start,16:16
7616,3808,karleenk,Failure,09:33
7617,3809,cathleeb,Start,03:39
7618,3809,cathleeb,Success,08:20
7619,3810,sharkjos,Start,05:41
7620,3810,sharkjos,Failure,23:11
7621,3811,takemiym,Start,08:44
7622,3811,takemiym,Success,04:52
7623,3812,sgoldenf,Start,09:09
7624,3812,sgoldenf,Success,00:12
7625,3813,ccassell,Start,17:53
7626,3813,ccassell,Failure,19:19
7627,3814,windhelg,Start,13:13
7628,3814,windhelg,Success,20:08
7629,3815,diabloan,Start,18:30
7630,3815,diabloan,Success,00:48
7631,3816,symeonro,Start,20:20
7632,3816,symeonro,Failure,05:53
7633,3817,sommerha,Start,22:10
7634,3817,sommerha,Failure,09:09
7635,3818,mauricio,Start,12:48
7636,3818,mauricio,Failure,19:19
7637,3819,kcresswe,Start,08:32
7638,3819,kcresswe,Success,00:12
7639,3820,richesea,Start,05:41
7640,3820,richesea,Failure,01:37
7641,3821,cayennew,Start,06:18
7642,3821,cayennew,Success,10:10
7643,3822,umfredir,Start,00:48
7644,3822,umfredir,Failure,23:23
7645,3823,hlowell,Start,10:46
7646,3823,hlowell,Success,02:02
7647,3824,shenmurr,Start,12:24
7648,3824,shenmurr,Failure,03:27
7649,3825,desirelo,Start,21:57
7650,3825,desirelo,Success,10:10
7651,3826,limesbra,Start,09:57
7652,3826,limesbra,Failure,03:03
7653,3827,erikurfo,Start,00:36
7654,3827,erikurfo,Failure,15:39
7655,3828,roggosce,Start,14:50
7656,3828,roggosce,Failure,13:49
7657,3829,rebeccaa,Start,16:04
7658,3829,rebeccaa,Failure,05:05
7659,3830,symeonro,Start,03:27
7660,3830,symeonro,Failure,11:47
7661,3831,karleenk,Start,23:11
7662,3831,karleenk,Failure,11:23
7663,3832,sunnitif,Start,18:30
7664,3832,sunnitif,Success,08:08
7665,3833,kwukong,Start,21:21
7666,3833,kwukong,Success,02:50
7667,3834,erikurfo,Start,03:39
7668,3834,erikurfo,Failure,21:45
7669,3835,macygabr,Start,10:46
7670,3835,macygabr,Failure,13:49
7671,3836,starfigd,Start,19:55
7672,3836,starfigd,Failure,01:01
7673,3837,nollarey,Start,09:21
7674,3837,nollarey,Success,06:18
7675,3838,stewartn,Start,09:57
7676,3838,stewartn,Failure,15:51
7677,3839,mashagwi,Start,12:48
7678,3839,mashagwi,Success,22:22
7679,3840,morrigen,Start,09:33
7680,3840,morrigen,Success,18:42
7681,3841,cnathali,Start,21:45
7682,3841,cnathali,Success,14:14
7683,3842,aedie,Start,11:23
7684,3842,aedie,Success,14:26
7685,3843,xerminia,Start,12:00
7686,3843,xerminia,Success,18:54
7687,3844,kerenhor,Start,03:15
7688,3844,kerenhor,Failure,13:25
7689,3845,staunton,Start,13:37
7690,3845,staunton,Failure,19:31
7691,3846,myrlemal,Start,23:35
7692,3846,myrlemal,Success,04:16
7693,3847,carllane,Start,22:10
7694,3847,carllane,Success,06:54
7695,3848,tprobius,Start,21:33
7696,3848,tprobius,Success,20:56
7697,3849,cshara,Start,01:13
7698,3849,cshara,Failure,05:17
7699,3850,biodiese,Start,12:48
7700,3850,biodiese,Success,14:02
7701,3851,gtoraq,Start,03:39
