id,peer,task,checkdate
3681,cnathali,C2_SimpleBashUtils,2021-4-13
3682,cnathali,C3_s21_string+,2021-12-22
3683,cnathali,C4_s21_math,2021-4-5
3684,cnathali,C5_s21_decimal,2022-1-12
3685,cnathali,C6_SmartCalc_v1.0,2022-10-10
3686,cnathali,C7_s21_matrix,2021-2-28
3687,cnathali,C8_3DVieweer_v1.0,2022-9-11
3688,cnathali,DO1_Linux,2022-2-19
3689,cnathali,DO2_LinuxNetwork,2022-8-12
3690,cnathali,DO3_LinuxMonitoring_v1.0,2022-12-7
3691,cnathali,DO5_SimpleDocker,2022-8-3
3692,cnathali,DO4_LinuxMonitoring_v2.0,2021-1-1
3693,cnathali,DO6_CICD,2022-6-2
3694,cnathali,CPP1_s21_matrix+,2022-8-14
3695,cnathali,CPP3_SmartCalc_v2.0,2022-2-24
3696,cnathali,CPP2_s21_containers,2021-6-27
3697,cnathali,CPP4_3DVieweer_v2.0,2022-3-20
3698,cnathali,CPP7_MLP,2021-6-1
3699,cnathali,CPP5_3DVieweer_v2.1,2022-8-11
3700,cnathali,CPP6__3DVieweer_v2.2,2022-11-28
3701,cnathali,CPP8_PhotoLab_v1.0,2021-5-27
3702,cnathali,CPP9_MonitoringSystem,2022-10-9
3703,cnathali,A1_Maze,2022-10-8
3704,cnathali,A2_SimpleNavigator_v1.0,2022-3-13
3705,cnathali,A3_Parallels,2022-7-13
3706,cnathali,A4_Crypto,2021-4-27
3707,cnathali,A5_Transactions,2022-7-2
3708,cnathali,A6_s21_memory,2022-9-20
3709,cnathali,A7_AlgorithmicTrading,2022-1-27
3710,cnathali,A8_DNA_Analyzer,2021-9-9
3711,cnathali,SQL2_Info21_v1.0,2021-3-28
3712,cnathali,SQL3_RetailAnalitycs_v1.0,2021-2-1
3713,judgejal,C2_SimpleBashUtils,2021-2-2
3714,judgejal,C3_s21_string+,2022-3-23
3715,judgejal,C4_s21_math,2021-9-16
3716,judgejal,C5_s21_decimal,2022-6-3
3717,judgejal,C6_SmartCalc_v1.0,2021-10-22
3718,judgejal,C7_s21_matrix,2022-10-11
3719,judgejal,C8_3DVieweer_v1.0,2022-4-16
3720,judgejal,DO1_Linux,2021-5-17
3721,judgejal,DO2_LinuxNetwork,2022-4-17
3722,judgejal,DO3_LinuxMonitoring_v1.0,2021-5-9
3723,judgejal,DO5_SimpleDocker,2021-10-27
3724,judgejal,DO4_LinuxMonitoring_v2.0,2021-3-15
3725,judgejal,DO6_CICD,2022-5-9
3726,judgejal,CPP1_s21_matrix+,2021-11-10
3727,judgejal,CPP3_SmartCalc_v2.0,2022-7-9
3728,judgejal,CPP2_s21_containers,2022-11-14
3729,judgejal,CPP4_3DVieweer_v2.0,2022-7-15
3730,judgejal,CPP7_MLP,2022-11-4
3731,judgejal,CPP5_3DVieweer_v2.1,2022-8-4
3732,judgejal,CPP6__3DVieweer_v2.2,2022-4-3
3733,judgejal,CPP8_PhotoLab_v1.0,2021-1-17
3734,judgejal,CPP9_MonitoringSystem,2022-11-23
3735,judgejal,A1_Maze,2021-9-25
3736,judgejal,A2_SimpleNavigator_v1.0,2021-2-24
3737,judgejal,A3_Parallels,2022-8-21
3738,judgejal,A4_Crypto,2022-8-17
3739,judgejal,A5_Transactions,2022-4-3
3740,judgejal,A6_s21_memory,2021-9-22
3741,judgejal,A7_AlgorithmicTrading,2021-11-25
3742,judgejal,A8_DNA_Analyzer,2021-1-24
3743,judgejal,SQL2_Info21_v1.0,2022-3-12
3744,judgejal,SQL3_RetailAnalitycs_v1.0,2022-4-10
3745,karnaksp,C2_SimpleBashUtils,2022-5-6
3746,karnaksp,C3_s21_string+,2021-2-24
3747,karnaksp,C4_s21_math,2022-6-18
3748,karnaksp,C5_s21_decimal,2021-5-20
3749,karnaksp,C6_SmartCalc_v1.0,2021-7-1
3750,karnaksp,C7_s21_matrix,2022-1-25
3751,karnaksp,C8_3DVieweer_v1.0,2021-6-14
3752,karnaksp,DO1_Linux,2022-8-2
3753,karnaksp,DO2_LinuxNetwork,2022-1-18
3754,karnaksp,DO3_LinuxMonitoring_v1.0,2021-11-24
3755,karnaksp,DO5_SimpleDocker,2022-5-14
3756,karnaksp,DO4_LinuxMonitoring_v2.0,2022-3-21
3757,karnaksp,DO6_CICD,2022-12-28
3758,karnaksp,CPP1_s21_matrix+,2021-12-12
3759,karnaksp,CPP3_SmartCalc_v2.0,2021-10-8
3760,karnaksp,CPP2_s21_containers,2022-10-5
3761,karnaksp,CPP4_3DVieweer_v2.0,2021-10-15
3762,karnaksp,CPP7_MLP,2021-1-10
3763,karnaksp,CPP5_3DVieweer_v2.1,2021-3-14
3764,karnaksp,CPP6__3DVieweer_v2.2,2022-6-25
3765,karnaksp,CPP8_PhotoLab_v1.0,2021-12-20
3766,karnaksp,CPP9_MonitoringSystem,2022-12-15
3767,karnaksp,A1_Maze,2021-3-5
3768,karnaksp,A2_SimpleNavigator_v1.0,2022-12-18
3769,karnaksp,A3_Parallels,2022-6-17
3770,karnaksp,A4_Crypto,2022-2-12
3771,karnaksp,A5_Transactions,2021-4-20
3772,karnaksp,A6_s21_memory,2021-12-5
3773,karnaksp,A7_AlgorithmicTrading,2021-1-28
3774,karnaksp,A8_DNA_Analyzer,2022-4-8
3775,karnaksp,SQL2_Info21_v1.0,2021-11-20
3776,karnaksp,SQL3_RetailAnalitycs_v1.0,2021-10-27
3777,waltlate,C2_SimpleBashUtils,2021-5-12
3778,waltlate,C3_s21_string+,2022-3-23
3779,waltlate,C4_s21_math,2022-2-4
3780,waltlate,C5_s21_decimal,2021-8-6
3781,waltlate,C6_SmartCalc_v1.0,2022-9-11
3782,waltlate,C7_s21_matrix,2021-3-17
3783,waltlate,C8_3DVieweer_v1.0,2022-3-3
3784,waltlate,DO1_Linux,2021-1-21
3785,waltlate,DO2_LinuxNetwork,2022-5-27
3786,waltlate,DO3_LinuxMonitoring_v1.0,2022-2-1
3787,waltlate,DO5_SimpleDocker,2021-4-16
3788,waltlate,DO4_LinuxMonitoring_v2.0,2021-2-10
3789,waltlate,DO6_CICD,2021-3-19
3790,waltlate,CPP1_s21_matrix+,2021-2-8
3791,waltlate,CPP3_SmartCalc_v2.0,2022-6-8
3792,waltlate,CPP2_s21_containers,2021-5-9
3793,waltlate,CPP4_3DVieweer_v2.0,2022-5-12
3794,waltlate,CPP7_MLP,2022-7-4
3795,waltlate,CPP5_3DVieweer_v2.1,2022-3-6
3796,waltlate,CPP6__3DVieweer_v2.2,2022-7-20
3797,waltlate,CPP8_PhotoLab_v1.0,2021-8-4
3798,waltlate,CPP9_MonitoringSystem,2022-10-12
3799,waltlate,A1_Maze,2021-4-3
3800,waltlate,A2_SimpleNavigator_v1.0,2022-6-7
3801,waltlate,A3_Parallels,2021-3-20
3802,waltlate,A4_Crypto,2022-1-20
3803,waltlate,A5_Transactions,2022-6-22
3804,waltlate,A6_s21_memory,2021-11-18
3805,waltlate,A7_AlgorithmicTrading,2022-6-3
3806,waltlate,A8_DNA_Analyzer,2022-11-1
3807,waltlate,SQL2_Info21_v1.0,2021-11-23
3808,waltlate,SQL3_RetailAnalitycs_v1.0,2021-7-24
3809,bernarda,C2_SimpleBashUtils,2021-10-20
3810,bernarda,C3_s21_string+,2021-6-17
3811,bernarda,C4_s21_math,2021-12-10
3812,bernarda,C5_s21_decimal,2022-10-25
3813,bernarda,C6_SmartCalc_v1.0,2022-8-8
3814,bernarda,C7_s21_matrix,2022-3-9
3815,bernarda,C8_3DVieweer_v1.0,2021-8-3
3816,bernarda,DO1_Linux,2022-10-20
3817,bernarda,DO2_LinuxNetwork,2021-10-2
3818,bernarda,DO3_LinuxMonitoring_v1.0,2022-11-4
3819,bernarda,DO5_SimpleDocker,2022-6-18
3820,bernarda,DO4_LinuxMonitoring_v2.0,2022-5-26
3821,bernarda,DO6_CICD,2022-10-15
3822,bernarda,CPP1_s21_matrix+,2022-1-19
3823,bernarda,CPP3_SmartCalc_v2.0,2021-1-18
3824,bernarda,CPP2_s21_containers,2021-12-19
3825,bernarda,CPP4_3DVieweer_v2.0,2021-10-19
3826,bernarda,CPP7_MLP,2021-5-5
3827,bernarda,CPP5_3DVieweer_v2.1,2021-5-14
3828,bernarda,CPP6__3DVieweer_v2.2,2022-5-19
3829,bernarda,CPP8_PhotoLab_v1.0,2022-3-20
3830,bernarda,CPP9_MonitoringSystem,2021-11-22
3831,bernarda,A1_Maze,2021-5-18
3832,bernarda,A2_SimpleNavigator_v1.0,2021-1-21
3833,bernarda,A3_Parallels,2022-11-22
3834,bernarda,A4_Crypto,2021-12-23
3835,bernarda,A5_Transactions,2021-7-12
3836,bernarda,A6_s21_memory,2021-11-13
3837,bernarda,A7_AlgorithmicTrading,2022-2-28
3838,bernarda,A8_DNA_Analyzer,2021-10-6
3839,bernarda,SQL2_Info21_v1.0,2021-12-17
3840,bernarda,SQL3_RetailAnalitycs_v1.0,2021-9-19
3841,wmicha,C2_SimpleBashUtils,2022-5-14
3842,wmicha,C3_s21_string+,2021-12-4
3843,wmicha,C4_s21_math,2022-1-11
3844,wmicha,C5_s21_decimal,2021-5-20
3845,wmicha,C6_SmartCalc_v1.0,2021-6-18
3846,wmicha,C7_s21_matrix,2021-2-26
3847,wmicha,C8_3DVieweer_v1.0,2021-5-1
3848,wmicha,DO1_Linux,2021-4-18
3849,wmicha,DO2_LinuxNetwork,2021-6-28
3850,wmicha,DO3_LinuxMonitoring_v1.0,2021-2-7
3851,wmicha,DO5_SimpleDocker,2021-6-11
3852,wmicha,DO4_LinuxMonitoring_v2.0,2022-10-19
3853,wmicha,DO6_CICD,2022-11-11
3854,wmicha,CPP1_s21_matrix+,2022-8-23
3855,wmicha,CPP3_SmartCalc_v2.0,2021-4-21
3856,wmicha,CPP2_s21_containers,2021-11-1
3857,wmicha,CPP4_3DVieweer_v2.0,2021-2-15
3858,wmicha,CPP7_MLP,2021-6-22
3859,wmicha,CPP5_3DVieweer_v2.1,2022-2-3
3860,wmicha,CPP6__3DVieweer_v2.2,2021-9-13
3861,wmicha,CPP8_PhotoLab_v1.0,2021-9-18
3862,wmicha,CPP9_MonitoringSystem,2021-11-27
3863,wmicha,A1_Maze,2022-11-14
3864,wmicha,A2_SimpleNavigator_v1.0,2021-5-7
3865,wmicha,A3_Parallels,2022-1-21
3866,wmicha,A4_Crypto,2021-1-25
3867,wmicha,A5_Transactions,2022-9-28
3868,wmicha,A6_s21_memory,2022-7-15
3869,wmicha,A7_AlgorithmicTrading,2022-2-27
3870,wmicha,A8_DNA_Analyzer,2021-5-6
3871,wmicha,SQL2_Info21_v1.0,2021-10-3
3872,wmicha,SQL3_RetailAnalitycs_v1.0,2021-6-14
3873,scrimgeo,C2_SimpleBashUtils,2022-1-27
3874,scrimgeo,C3_s21_string+,2022-12-23
3875,scrimgeo,C4_s21_math,2022-4-1
3876,scrimgeo,C5_s21_decimal,2021-8-17
3877,scrimgeo,C6_SmartCalc_v1.0,2021-12-8
3878,scrimgeo,C7_s21_matrix,2021-10-7
3879,scrimgeo,C8_3DVieweer_v1.0,2022-5-26
3880,scrimgeo,DO1_Linux,2022-3-20
3881,scrimgeo,DO2_LinuxNetwork,2021-5-6
3882,scrimgeo,DO3_LinuxMonitoring_v1.0,2021-7-2
3883,scrimgeo,DO5_SimpleDocker,2021-2-17
3884,scrimgeo,DO4_LinuxMonitoring_v2.0,2022-1-9
3885,scrimgeo,DO6_CICD,2021-11-14
3886,scrimgeo,CPP1_s21_matrix+,2022-1-28
3887,scrimgeo,CPP3_SmartCalc_v2.0,2022-11-24
3888,scrimgeo,CPP2_s21_containers,2022-5-9
3889,scrimgeo,CPP4_3DVieweer_v2.0,2021-9-9
3890,scrimgeo,CPP7_MLP,2021-10-11
3891,scrimgeo,CPP5_3DVieweer_v2.1,2022-3-7
3892,scrimgeo,CPP6__3DVieweer_v2.2,2022-11-20
3893,scrimgeo,CPP8_PhotoLab_v1.0,2022-6-25
3894,scrimgeo,CPP9_MonitoringSystem,2022-2-25
3895,scrimgeo,A1_Maze,2021-5-12
3896,scrimgeo,A2_SimpleNavigator_v1.0,2022-10-11
3897,scrimgeo,A3_Parallels,2021-10-13
3898,scrimgeo,A4_Crypto,2022-3-8
3899,scrimgeo,A5_Transactions,2022-5-16
3900,scrimgeo,A6_s21_memory,2022-4-26
3901,scrimgeo,A7_AlgorithmicTrading,2021-7-11
3902,scrimgeo,A8_DNA_Analyzer,2022-12-20
3903,scrimgeo,SQL2_Info21_v1.0,2022-6-16
3904,scrimgeo,SQL3_RetailAnalitycs_v1.0,2021-3-6
3905,clemenha,C2_SimpleBashUtils,2022-7-2
3906,clemenha,C3_s21_string+,2022-1-10
3907,clemenha,C4_s21_math,2022-2-2
3908,clemenha,C5_s21_decimal,2022-4-15
3909,clemenha,C6_SmartCalc_v1.0,2022-4-8
3910,clemenha,C7_s21_matrix,2021-2-18
3911,clemenha,C8_3DVieweer_v1.0,2022-12-17
3912,clemenha,DO1_Linux,2021-8-17
3913,clemenha,DO2_LinuxNetwork,2021-6-23
3914,clemenha,DO3_LinuxMonitoring_v1.0,2021-7-27
3915,clemenha,DO5_SimpleDocker,2022-11-3
3916,clemenha,DO4_LinuxMonitoring_v2.0,2022-1-8
3917,clemenha,DO6_CICD,2022-3-23
3918,clemenha,CPP1_s21_matrix+,2022-9-14
3919,clemenha,CPP3_SmartCalc_v2.0,2021-4-28
3920,clemenha,CPP2_s21_containers,2021-7-2
3921,clemenha,CPP4_3DVieweer_v2.0,2021-9-16
3922,clemenha,CPP7_MLP,2021-12-27
3923,clemenha,CPP5_3DVieweer_v2.1,2022-9-9
3924,clemenha,CPP6__3DVieweer_v2.2,2021-10-11
3925,clemenha,CPP8_PhotoLab_v1.0,2021-4-12
3926,clemenha,CPP9_MonitoringSystem,2022-4-3
3927,clemenha,A1_Maze,2022-4-8
3928,clemenha,A2_SimpleNavigator_v1.0,2021-4-3
3929,clemenha,A3_Parallels,2022-10-13
3930,clemenha,A4_Crypto,2021-3-10
3931,clemenha,A5_Transactions,2021-7-22
3932,clemenha,A6_s21_memory,2022-9-6
3933,clemenha,A7_AlgorithmicTrading,2022-11-22
3934,clemenha,A8_DNA_Analyzer,2022-5-18
3935,clemenha,SQL2_Info21_v1.0,2022-8-25
3936,clemenha,SQL3_RetailAnalitycs_v1.0,2022-11-18
3937,Bulenko,C2_SimpleBashUtils,2021-5-5
3938,Bulenko,C3_s21_string+,2022-6-15
3939,Bulenko,C4_s21_math,2022-1-10
3940,Bulenko,C5_s21_decimal,2021-11-3
3941,Bulenko,C6_SmartCalc_v1.0,2021-6-9
3942,Bulenko,C7_s21_matrix,2021-7-6
3943,Bulenko,C8_3DVieweer_v1.0,2022-3-12
3944,Bulenko,DO1_Linux,2021-7-6
3945,Bulenko,DO2_LinuxNetwork,2021-8-28
3946,Bulenko,DO3_LinuxMonitoring_v1.0,2022-3-17
3947,Bulenko,DO5_SimpleDocker,2022-8-6
3948,Bulenko,DO4_LinuxMonitoring_v2.0,2021-2-28
3949,Bulenko,DO6_CICD,2021-3-14
3950,Bulenko,CPP1_s21_matrix+,2021-11-24
3951,Bulenko,CPP3_SmartCalc_v2.0,2021-12-24
3952,Bulenko,CPP2_s21_containers,2021-4-24
3953,Bulenko,CPP4_3DVieweer_v2.0,2022-1-9
3954,Bulenko,CPP7_MLP,2021-3-1
3955,Bulenko,CPP5_3DVieweer_v2.1,2022-11-6
3956,Bulenko,CPP6__3DVieweer_v2.2,2021-11-23
3957,Bulenko,CPP8_PhotoLab_v1.0,2022-5-25
3958,Bulenko,CPP9_MonitoringSystem,2022-7-16
3959,Bulenko,A1_Maze,2022-2-21
3960,Bulenko,A2_SimpleNavigator_v1.0,2022-1-17
3961,Bulenko,A3_Parallels,2022-9-14
3962,Bulenko,A4_Crypto,2022-10-20
3963,Bulenko,A5_Transactions,2021-12-25
3964,Bulenko,A6_s21_memory,2022-1-28
3965,Bulenko,A7_AlgorithmicTrading,2022-9-22
3966,Bulenko,A8_DNA_Analyzer,2022-9-27
3967,Bulenko,SQL2_Info21_v1.0,2022-5-3
3968,Bulenko,SQL3_RetailAnalitycs_v1.0,2021-8-17
3969,luanarau,C2_SimpleBashUtils,2021-10-1
3970,luanarau,C3_s21_string+,2022-10-7
3971,luanarau,C4_s21_math,2022-2-7
3972,luanarau,C5_s21_decimal,2021-9-1
3973,luanarau,C6_SmartCalc_v1.0,2021-8-1
3974,luanarau,C7_s21_matrix,2022-7-13
3975,luanarau,C8_3DVieweer_v1.0,2021-6-3
3976,luanarau,DO1_Linux,2021-8-3
3977,luanarau,DO2_LinuxNetwork,2022-8-8
3978,luanarau,DO3_LinuxMonitoring_v1.0,2022-9-20
3979,luanarau,DO5_SimpleDocker,2021-8-16
3980,luanarau,DO4_LinuxMonitoring_v2.0,2021-12-27
3981,luanarau,DO6_CICD,2022-4-5
3982,luanarau,CPP1_s21_matrix+,2022-2-23
3983,luanarau,CPP3_SmartCalc_v2.0,2022-6-23
3984,luanarau,CPP2_s21_containers,2021-2-4
3985,luanarau,CPP4_3DVieweer_v2.0,2022-10-27
3986,luanarau,CPP7_MLP,2021-4-8
3987,luanarau,CPP5_3DVieweer_v2.1,2021-10-11
3988,luanarau,CPP6__3DVieweer_v2.2,2022-11-24
3989,luanarau,CPP8_PhotoLab_v1.0,2022-2-12
3990,luanarau,CPP9_MonitoringSystem,2022-5-27
3991,luanarau,A1_Maze,2021-2-16
3992,luanarau,A2_SimpleNavigator_v1.0,2022-12-11
3993,luanarau,A3_Parallels,2022-11-27
3994,luanarau,A4_Crypto,2022-1-14
3995,luanarau,A5_Transactions,2022-11-24
3996,luanarau,A6_s21_memory,2021-5-23
3997,luanarau,A7_AlgorithmicTrading,2022-12-6
3998,luanarau,A8_DNA_Analyzer,2022-1-5
3999,luanarau,SQL2_Info21_v1.0,2022-3-25
4000,luanarau,SQL3_RetailAnalitycs_v1.0,2021-8-1
4001,windhelg,C2_SimpleBashUtils,2022-7-22
4002,windhelg,C3_s21_string+,2021-8-26
4003,windhelg,C4_s21_math,2022-1-15
4004,windhelg,C5_s21_decimal,2021-3-8
4005,windhelg,C6_SmartCalc_v1.0,2022-11-10
4006,windhelg,C7_s21_matrix,2021-12-27
4007,windhelg,C8_3DVieweer_v1.0,2021-12-17
4008,windhelg,DO1_Linux,2022-7-5
4009,windhelg,DO2_LinuxNetwork,2022-7-2
4010,windhelg,DO3_LinuxMonitoring_v1.0,2022-12-21
4011,windhelg,DO5_SimpleDocker,2022-12-28
4012,windhelg,DO4_LinuxMonitoring_v2.0,2022-7-18
4013,windhelg,DO6_CICD,2021-1-23
4014,windhelg,CPP1_s21_matrix+,2021-11-4
4015,windhelg,CPP3_SmartCalc_v2.0,2022-8-24
4016,windhelg,CPP2_s21_containers,2021-12-23
4017,windhelg,CPP4_3DVieweer_v2.0,2022-11-22
4018,windhelg,CPP7_MLP,2022-7-18
4019,windhelg,CPP5_3DVieweer_v2.1,2021-4-27
4020,windhelg,CPP6__3DVieweer_v2.2,2021-5-4
4021,windhelg,CPP8_PhotoLab_v1.0,2021-11-23
4022,windhelg,CPP9_MonitoringSystem,2021-4-26
4023,windhelg,A1_Maze,2022-1-20
4024,windhelg,A2_SimpleNavigator_v1.0,2022-4-12
4025,windhelg,A3_Parallels,2022-3-27
4026,windhelg,A4_Crypto,2021-4-24
4027,windhelg,A5_Transactions,2022-6-12
4028,windhelg,A6_s21_memory,2021-12-11
4029,windhelg,A7_AlgorithmicTrading,2022-8-27
4030,windhelg,A8_DNA_Analyzer,2021-5-16
4031,windhelg,SQL2_Info21_v1.0,2021-8-12
4032,windhelg,SQL3_RetailAnalitycs_v1.0,2021-1-11
4033,paulinac,C2_SimpleBashUtils,2022-5-5
4034,paulinac,C3_s21_string+,2022-2-3
4035,paulinac,C4_s21_math,2021-5-1
4036,paulinac,C5_s21_decimal,2022-5-21
4037,paulinac,C6_SmartCalc_v1.0,2021-8-11
4038,paulinac,C7_s21_matrix,2021-8-13
4039,paulinac,C8_3DVieweer_v1.0,2022-5-1
4040,paulinac,DO1_Linux,2021-3-4
4041,paulinac,DO2_LinuxNetwork,2022-5-3
4042,paulinac,DO3_LinuxMonitoring_v1.0,2022-11-13
4043,paulinac,DO5_SimpleDocker,2021-6-5
4044,paulinac,DO4_LinuxMonitoring_v2.0,2022-6-5
4045,paulinac,DO6_CICD,2022-11-12
4046,paulinac,CPP1_s21_matrix+,2021-8-28
4047,paulinac,CPP3_SmartCalc_v2.0,2022-2-12
4048,paulinac,CPP2_s21_containers,2022-11-10
4049,paulinac,CPP4_3DVieweer_v2.0,2022-6-25
4050,paulinac,CPP7_MLP,2022-4-5
4051,paulinac,CPP5_3DVieweer_v2.1,2022-10-7
4052,paulinac,CPP6__3DVieweer_v2.2,2021-3-4
4053,paulinac,CPP8_PhotoLab_v1.0,2022-7-12
4054,paulinac,CPP9_MonitoringSystem,2021-7-19
4055,paulinac,A1_Maze,2022-9-5
4056,paulinac,A2_SimpleNavigator_v1.0,2021-2-2
4057,paulinac,A3_Parallels,2022-6-24
4058,paulinac,A4_Crypto,2022-7-22
4059,paulinac,A5_Transactions,2021-12-5
4060,paulinac,A6_s21_memory,2021-10-27
4061,paulinac,A7_AlgorithmicTrading,2022-12-17
4062,paulinac,A8_DNA_Analyzer,2022-11-18
4063,paulinac,SQL2_Info21_v1.0,2021-6-9
4064,paulinac,SQL3_RetailAnalitycs_v1.0,2021-10-11
4065,withersh,C2_SimpleBashUtils,2021-5-21
4066,withersh,C3_s21_string+,2022-8-6
4067,withersh,C4_s21_math,2021-5-23
4068,withersh,C5_s21_decimal,2022-9-27
4069,withersh,C6_SmartCalc_v1.0,2021-4-19
4070,withersh,C7_s21_matrix,2021-9-21
4071,withersh,C8_3DVieweer_v1.0,2021-11-18
4072,withersh,DO1_Linux,2021-2-13
4073,withersh,DO2_LinuxNetwork,2021-12-17
4074,withersh,DO3_LinuxMonitoring_v1.0,2021-2-16
4075,withersh,DO5_SimpleDocker,2021-10-6
4076,withersh,DO4_LinuxMonitoring_v2.0,2022-10-10
4077,withersh,DO6_CICD,2022-11-2
4078,withersh,CPP1_s21_matrix+,2021-6-12
4079,withersh,CPP3_SmartCalc_v2.0,2021-12-19
4080,withersh,CPP2_s21_containers,2022-1-25
4081,withersh,CPP4_3DVieweer_v2.0,2021-1-4
4082,withersh,CPP7_MLP,2021-7-2
4083,withersh,CPP5_3DVieweer_v2.1,2021-6-12
4084,withersh,CPP6__3DVieweer_v2.2,2022-10-13
4085,withersh,CPP8_PhotoLab_v1.0,2022-7-19
4086,withersh,CPP9_MonitoringSystem,2022-11-4
4087,withersh,A1_Maze,2021-2-15
4088,withersh,A2_SimpleNavigator_v1.0,2021-10-28
4089,withersh,A3_Parallels,2021-11-28
4090,withersh,A4_Crypto,2022-2-20
4091,withersh,A5_Transactions,2021-9-3
4092,withersh,A6_s21_memory,2022-12-27
4093,withersh,A7_AlgorithmicTrading,2022-11-26
4094,withersh,A8_DNA_Analyzer,2022-7-3
4095,withersh,SQL2_Info21_v1.0,2021-8-10
4096,withersh,SQL3_RetailAnalitycs_v1.0,2022-1-18
4097,marquita,C2_SimpleBashUtils,2021-5-14
4098,marquita,C3_s21_string+,2021-5-19
4099,marquita,C4_s21_math,2021-7-12
4100,marquita,C5_s21_decimal,2021-2-17
4101,marquita,C6_SmartCalc_v1.0,2021-5-19
4102,marquita,C7_s21_matrix,2022-1-21
4103,marquita,C8_3DVieweer_v1.0,2022-7-14
4104,marquita,DO1_Linux,2022-7-10
4105,marquita,DO2_LinuxNetwork,2022-1-27
4106,marquita,DO3_LinuxMonitoring_v1.0,2022-7-15
4107,marquita,DO5_SimpleDocker,2022-1-19
4108,marquita,DO4_LinuxMonitoring_v2.0,2022-10-28
4109,marquita,DO6_CICD,2022-10-3
4110,marquita,CPP1_s21_matrix+,2021-8-12
4111,marquita,CPP3_SmartCalc_v2.0,2022-5-6
4112,marquita,CPP2_s21_containers,2022-7-10
4113,marquita,CPP4_3DVieweer_v2.0,2021-4-8
4114,marquita,CPP7_MLP,2022-1-21
4115,marquita,CPP5_3DVieweer_v2.1,2022-6-6
4116,marquita,CPP6__3DVieweer_v2.2,2022-2-3
4117,marquita,CPP8_PhotoLab_v1.0,2022-2-13
4118,marquita,CPP9_MonitoringSystem,2021-10-28
4119,marquita,A1_Maze,2022-12-10
4120,marquita,A2_SimpleNavigator_v1.0,2022-1-6
4121,marquita,A3_Parallels,2021-5-9
4122,marquita,A4_Crypto,2021-6-25
4123,marquita,A5_Transactions,2021-9-24
4124,marquita,A6_s21_memory,2021-4-14
4125,marquita,A7_AlgorithmicTrading,2022-7-20
4126,marquita,A8_DNA_Analyzer,2021-8-8
4127,marquita,SQL2_Info21_v1.0,2022-12-25
4128,marquita,SQL3_RetailAnalitycs_v1.0,2021-8-11
4129,jeanenea,C2_SimpleBashUtils,2022-9-17
4130,jeanenea,C3_s21_string+,2022-12-26
4131,jeanenea,C4_s21_math,2022-7-3
4132,jeanenea,C5_s21_decimal,2021-9-3
4133,jeanenea,C6_SmartCalc_v1.0,2021-7-9
4134,jeanenea,C7_s21_matrix,2021-5-9
4135,jeanenea,C8_3DVieweer_v1.0,2022-9-19
4136,jeanenea,DO1_Linux,2021-6-3
4137,jeanenea,DO2_LinuxNetwork,2022-5-9
4138,jeanenea,DO3_LinuxMonitoring_v1.0,2021-9-7
4139,jeanenea,DO5_SimpleDocker,2022-6-21
4140,jeanenea,DO4_LinuxMonitoring_v2.0,2022-2-10
4141,jeanenea,DO6_CICD,2022-6-22
4142,jeanenea,CPP1_s21_matrix+,2021-10-17
4143,jeanenea,CPP3_SmartCalc_v2.0,2022-1-8
4144,jeanenea,CPP2_s21_containers,2022-2-7
4145,jeanenea,CPP4_3DVieweer_v2.0,2022-8-13
4146,jeanenea,CPP7_MLP,2022-12-6
4147,jeanenea,CPP5_3DVieweer_v2.1,2022-3-27
4148,jeanenea,CPP6__3DVieweer_v2.2,2021-8-19
4149,jeanenea,CPP8_PhotoLab_v1.0,2022-12-13
4150,jeanenea,CPP9_MonitoringSystem,2022-7-18
4151,jeanenea,A1_Maze,2021-3-9
4152,jeanenea,A2_SimpleNavigator_v1.0,2022-11-15
4153,jeanenea,A3_Parallels,2021-11-4
4154,jeanenea,A4_Crypto,2022-9-27
4155,jeanenea,A5_Transactions,2021-5-12
4156,jeanenea,A6_s21_memory,2022-2-10
4157,jeanenea,A7_AlgorithmicTrading,2022-2-7
4158,jeanenea,A8_DNA_Analyzer,2021-3-28
4159,jeanenea,SQL2_Info21_v1.0,2021-9-12
4160,jeanenea,SQL3_RetailAnalitycs_v1.0,2022-7-13
4161,barnards,C2_SimpleBashUtils,2022-11-12
4162,barnards,C3_s21_string+,2022-4-23
4163,barnards,C4_s21_math,2021-8-12
4164,barnards,C5_s21_decimal,2021-2-15
4165,barnards,C6_SmartCalc_v1.0,2022-2-9
4166,barnards,C7_s21_matrix,2022-6-27
4167,barnards,C8_3DVieweer_v1.0,2021-4-1
4168,barnards,DO1_Linux,2021-12-16
4169,barnards,DO2_LinuxNetwork,2022-12-8
4170,barnards,DO3_LinuxMonitoring_v1.0,2021-2-24
4171,barnards,DO5_SimpleDocker,2022-3-22
4172,barnards,DO4_LinuxMonitoring_v2.0,2021-4-8
4173,barnards,DO6_CICD,2021-2-2
4174,barnards,CPP1_s21_matrix+,2022-6-10
4175,barnards,CPP3_SmartCalc_v2.0,2021-10-22
4176,barnards,CPP2_s21_containers,2022-7-6
4177,barnards,CPP4_3DVieweer_v2.0,2021-9-26
4178,barnards,CPP7_MLP,2021-1-4
4179,barnards,CPP5_3DVieweer_v2.1,2021-11-4
4180,barnards,CPP6__3DVieweer_v2.2,2022-12-11
