id,checkid,vertercheckstatus,time
8534,4267,Success,00:36
8535,4268,Start,11:11
8536,4268,Failure,17:41
8537,4269,Start,01:49
8538,4269,Success,04:40
8539,4270,Start,16:52
8540,4270,Success,00:24
8541,4271,Start,02:14
8542,4271,Success,04:40
8543,4272,Start,02:38
8544,4272,Failure,05:29
8545,4273,Start,19:43
8546,4273,Success,18:30
8547,4274,Start,12:24
8548,4274,Failure,13:25
8549,4275,Start,20:32
8550,4275,Success,12:24
8551,4276,Start,04:28
8552,4276,Success,00:36
8553,4277,Start,22:22
8554,4277,Success,20:08
8555,4278,Start,19:19
8556,4278,Success,04:40
8557,4279,Start,03:15
8558,4279,Success,22:46
8559,4280,Start,16:28
8560,4280,Success,20:20
8561,4281,Start,05:17
8562,4281,Success,14:14
8563,4282,Start,08:08
8564,4282,Failure,15:39
8565,4283,Start,19:19
8566,4283,Failure,13:01
8567,4284,Start,21:21
8568,4284,Failure,13:49
8569,4285,Start,14:50
8570,4285,Failure,03:15
8571,4286,Start,07:31
8572,4286,Success,18:42
8573,4287,Start,19:43
8574,4287,Failure,19:43
8575,4288,Start,14:26
8576,4288,Failure,21:57
8577,4289,Start,03:15
8578,4289,Failure,01:49
8579,4290,Start,05:05
8580,4290,Success,16:52
8581,4291,Start,14:26
8582,4291,Failure,17:29
8583,4292,Start,00:48
8584,4292,Failure,23:47
8585,4293,Start,07:31
8586,4293,Failure,15:27
8587,4294,Start,01:13
8588,4294,Success,16:04
8589,4295,Start,08:08
8590,4295,Failure,01:25
8591,4296,Start,19:43
8592,4296,Failure,23:35
8593,4297,Start,05:17
8594,4297,Failure,11:11
8595,4298,Start,09:09
8596,4298,Failure,07:07
8597,4299,Start,02:26
8598,4299,Failure,23:47
8599,4300,Start,17:41
8600,4300,Failure,05:53
8601,4301,Start,11:23
8602,4301,Failure,05:53
8603,4302,Start,19:55
8604,4302,Success,08:32
8605,4303,Start,21:33
8606,4303,Success,06:18
8607,4304,Start,10:10
8608,4304,Failure,05:29
8609,4305,Start,21:45
8610,4305,Failure,21:21
8611,4306,Start,17:29
8612,4306,Success,10:10
8613,4307,Start,13:25
8614,4307,Failure,23:47
8615,4308,Start,10:34
8616,4308,Success,08:32
8617,4309,Start,23:59
8618,4309,Failure,05:05
8619,4310,Start,10:46
8620,4310,Success,18:18
8621,4311,Start,15:15
8622,4311,Failure,13:37
8623,4312,Start,14:02
8624,4312,Success,14:26
8625,4313,Start,09:57
8626,4313,Failure,17:53
8627,4314,Start,05:53
8628,4314,Success,20:44
8629,4315,Start,21:21
8630,4315,Success,06:18
8631,4316,Start,03:03
8632,4316,Success,14:02
8633,4317,Start,19:31
8634,4317,Failure,01:37
8635,4318,Start,10:34
8636,4318,Failure,11:23
8637,4319,Start,17:53
8638,4319,Success,22:46
8639,4320,Start,00:48
8640,4320,Success,14:38
8641,4321,Start,03:51
8642,4321,Success,18:30
8643,4322,Start,20:32
8644,4322,Success,18:54
8645,4323,Start,23:35
8646,4323,Success,22:58
8647,4324,Start,05:53
8648,4324,Success,20:56
8649,4325,Start,17:53
8650,4325,Success,08:08
8651,4326,Start,00:00
8652,4326,Failure,13:49
8653,4327,Start,08:32
8654,4327,Success,18:30
8655,4328,Start,00:36
8656,4328,Success,08:56
8657,4329,Start,02:02
8658,4329,Success,20:56
8659,4330,Start,19:07
8660,4330,Success,06:18
8661,4331,Start,20:08
8662,4331,Success,04:16
8663,4332,Start,13:13
8664,4332,Failure,21:45
8665,4333,Start,09:57
8666,4333,Success,20:08
8667,4334,Start,11:23
8668,4334,Success,12:12
8669,4335,Start,17:53
8670,4335,Success,18:42
8671,4336,Start,09:33
8672,4336,Success,16:52
8673,4337,Start,21:09
8674,4337,Failure,11:47
8675,4338,Start,03:51
8676,4338,Success,02:14
8677,4339,Start,21:21
8678,4339,Failure,23:35
8679,4340,Start,17:41
8680,4340,Success,10:10
8681,4341,Start,04:16
8682,4341,Failure,17:05
8683,4342,Start,19:43
8684,4342,Failure,09:33
8685,4343,Start,17:29
8686,4343,Success,12:24
8687,4344,Start,17:53
8688,4344,Failure,19:43
8689,4345,Start,14:02
8690,4345,Success,02:14
8691,4346,Start,22:22
8692,4346,Success,18:54
8693,4347,Start,20:44
8694,4347,Success,18:06
8695,4348,Start,16:04
8696,4348,Failure,09:21
8697,4349,Start,21:21
8698,4349,Success,04:16
8699,4350,Start,06:54
8700,4350,Success,14:50
8701,4351,Start,15:51
8702,4351,Success,04:16
8703,4352,Start,05:41
8704,4352,Failure,01:01
8705,4353,Start,06:06
8706,4353,Success,02:38
8707,4354,Start,02:14
8708,4354,Success,22:46
8709,4355,Start,16:04
8710,4355,Success,12:12
8711,4356,Start,21:33
8712,4356,Failure,07:19
8713,4357,Start,20:32
8714,4357,Success,20:32
8715,4358,Start,16:28
8716,4358,Success,06:18
8717,4359,Start,23:23
8718,4359,Success,20:32
8719,4360,Start,22:10
8720,4360,Failure,01:01
8721,4361,Start,13:37
8722,4361,Failure,01:25
8723,4362,Start,12:00
8724,4362,Success,00:00
8725,4363,Start,16:28
8726,4363,Failure,13:13
8727,4364,Start,05:29
8728,4364,Failure,05:05
8729,4365,Start,22:34
8730,4365,Success,08:56
8731,4366,Start,04:04
8732,4366,Success,16:40
8733,4367,Start,01:25
8734,4367,Success,18:42
8735,4368,Start,07:43
8736,4368,Success,10:34
8737,4369,Start,04:16
8738,4369,Failure,21:33
8739,4370,Start,03:39
8740,4370,Success,20:20
8741,4371,Start,19:19
8742,4371,Failure,11:47
8743,4372,Start,13:49
8744,4372,Failure,23:11
8745,4373,Start,23:59
8746,4373,Success,04:16
8747,4374,Start,04:40
8748,4374,Failure,13:13
8749,4375,Start,14:50
8750,4375,Success,16:52
8751,4376,Start,16:04
8752,4376,Success,10:10
8753,4377,Start,01:01
8754,4377,Success,02:50
8755,4378,Start,14:02
8756,4378,Success,06:18
8757,4379,Start,18:18
8758,4379,Success,00:00
8759,4380,Start,03:03
8760,4380,Failure,07:31
8761,4381,Start,14:50
8762,4381,Success,22:58
8763,4382,Start,19:07
8764,4382,Success,20:20
8765,4383,Start,16:28
8766,4383,Failure,05:41
8767,4384,Start,21:09
8768,4384,Failure,11:59
8769,4385,Start,03:27
8770,4385,Success,16:16
8771,4386,Start,01:13
8772,4386,Failure,09:45
8773,4387,Start,15:15
8774,4387,Success,12:24
8775,4388,Start,06:30
8776,4388,Success,20:44
8777,4389,Start,17:29
8778,4389,Success,18:42
8779,4390,Start,02:02
8780,4390,Success,00:36
8781,4391,Start,20:44
8782,4391,Success,10:34
8783,4392,Start,03:39
8784,4392,Success,16:40
8785,4393,Start,09:09
8786,4393,Failure,05:41
8787,4394,Start,11:59
8788,4394,Success,00:00
8789,4395,Start,16:16
8790,4395,Success,06:54
8791,4396,Start,08:32
8792,4396,Failure,05:41
8793,4397,Start,13:13
8794,4397,Success,00:36
8795,4398,Start,23:47
8796,4398,Success,22:58
8797,4399,Start,03:39
8798,4399,Success,22:10
8799,4400,Start,22:34
8800,4400,Success,12:36
8801,4401,Start,14:50
8802,4401,Failure,11:59
8803,4402,Start,23:35
8804,4402,Success,10:46
8805,4403,Start,04:04
8806,4403,Success,22:22
8807,4404,Start,11:47
8808,4404,Failure,15:27
8809,4405,Start,09:33
8810,4405,Success,14:02
8811,4406,Start,15:27
8812,4406,Success,10:34
8813,4407,Start,22:46
8814,4407,Success,06:06
8815,4408,Start,05:29
8816,4408,Failure,03:39
8817,4409,Start,04:40
8818,4409,Success,14:02
8819,4410,Start,11:47
8820,4410,Success,22:10
8821,4411,Start,00:00
8822,4411,Success,16:40
8823,4412,Start,05:17
8824,4412,Failure,23:47
8825,4413,Start,13:13
8826,4413,Success,02:02
8827,4414,Start,00:24
8828,4414,Success,00:00
8829,4415,Start,06:06
8830,4415,Failure,13:25
8831,4416,Start,14:50
8832,4416,Failure,11:47
8833,4417,Start,18:42
8834,4417,Failure,11:11
8835,4418,Start,03:39
8836,4418,Failure,19:19
8837,4419,Start,09:09
8838,4419,Failure,07:07
8839,4420,Start,09:09
8840,4420,Failure,19:19
8841,4421,Start,04:16
8842,4421,Success,22:10
8843,4422,Start,10:58
8844,4422,Failure,19:31
8845,4423,Start,05:41
8846,4423,Success,22:34
8847,4424,Start,07:31
8848,4424,Success,20:56
8849,4425,Start,15:15
8850,4425,Failure,13:01
8851,4426,Start,13:37
8852,4426,Failure,07:55
8853,4427,Start,15:15
8854,4427,Success,10:22
8855,4428,Start,16:52
8856,4428,Failure,03:15
8857,4429,Start,11:59
8858,4429,Success,00:48
8859,4430,Start,21:09
8860,4430,Failure,21:33
8861,4431,Start,14:38
8862,4431,Success,20:20
8863,4432,Start,19:19
8864,4432,Success,22:46
8865,4433,Start,10:46
8866,4433,Success,04:04
8867,4434,Start,17:29
8868,4434,Success,04:04
8869,4435,Start,16:16
8870,4435,Success,06:42
8871,4436,Start,12:12
8872,4436,Success,22:46
8873,4437,Start,15:03
8874,4437,Failure,09:57
8875,4438,Start,05:41
8876,4438,Success,18:30
8877,4439,Start,19:31
8878,4439,Failure,15:15
8879,4440,Start,07:31
8880,4440,Success,16:16
8881,4441,Start,14:26
8882,4441,Failure,09:57
8883,4442,Start,01:37
8884,4442,Failure,15:51
8885,4443,Start,14:26
8886,4443,Success,00:24
8887,4444,Start,18:30
8888,4444,Failure,07:19
8889,4445,Start,23:47
8890,4445,Failure,13:25
8891,4446,Start,10:46
8892,4446,Failure,07:55
8893,4447,Start,14:38
8894,4447,Failure,13:01
8895,4448,Start,16:40
8896,4448,Failure,17:29
8897,4449,Start,02:02
8898,4449,Failure,03:51
8899,4450,Start,00:36
8900,4450,Success,20:44
8901,4451,Start,02:38
8902,4451,Failure,19:19
8903,4452,Start,14:38
8904,4452,Failure,19:55
8905,4453,Start,22:58
8906,4453,Failure,09:33
8907,4454,Start,16:40
8908,4454,Success,04:28
8909,4455,Start,10:10
8910,4455,Failure,01:01
8911,4456,Start,22:58
8912,4456,Failure,23:35
8913,4457,Start,12:24
8914,4457,Failure,15:15
8915,4458,Start,01:49
8916,4458,Failure,01:49
8917,4459,Start,22:46
8918,4459,Failure,19:43
8919,4460,Start,19:43
8920,4460,Failure,01:13
8921,4461,Start,03:51
8922,4461,Failure,15:51
8923,4462,Start,06:18
8924,4462,Success,12:12
8925,4463,Start,18:06
8926,4463,Failure,11:47
8927,4464,Start,15:51
8928,4464,Failure,15:51
8929,4465,Start,07:07
8930,4465,Success,04:28
8931,4466,Start,10:22
8932,4466,Failure,17:29
8933,4467,Start,23:23
8934,4467,Failure,17:41
8935,4468,Start,13:37
8936,4468,Success,02:02
8937,4469,Start,19:55
8938,4469,Failure,19:55
8939,4470,Start,19:55
8940,4470,Success,22:22
8941,4471,Start,16:28
8942,4471,Failure,19:55
8943,4472,Start,09:45
8944,4472,Failure,07:43
8945,4473,Start,15:27
8946,4473,Success,04:52
8947,4474,Start,13:25
8948,4474,Failure,05:05
8949,4475,Start,14:02
8950,4475,Success,16:40
8951,4476,Start,23:47
8952,4476,Success,08:08
8953,4477,Start,19:55
8954,4477,Success,10:22
8955,4478,Start,16:52
8956,4478,Failure,01:01
8957,4479,Start,07:31
8958,4479,Failure,07:55
8959,4480,Start,05:05
8960,4480,Failure,03:15
8961,4481,Start,18:18
8962,4481,Success,02:02
8963,4482,Start,23:23
8964,4482,Failure,13:25
8965,4483,Start,15:51
8966,4483,Success,08:56
8967,4484,Start,08:44
8968,4484,Failure,11:11
8969,4485,Start,11:47
8970,4485,Success,20:32
8971,4486,Start,12:24
8972,4486,Failure,07:31
8973,4487,Start,18:06
8974,4487,Failure,17:41
8975,4488,Start,13:37
8976,4488,Success,22:22
8977,4489,Start,02:50
8978,4489,Failure,11:11
8979,4490,Start,10:58
8980,4490,Success,00:24
8981,4491,Start,16:16
8982,4491,Failure,17:05
8983,4492,Start,15:51
8984,4492,Failure,17:29
8985,4493,Start,17:17
8986,4493,Failure,23:47
8987,4494,Start,08:56
8988,4494,Success,06:54
8989,4495,Start,00:24
8990,4495,Success,04:04
8991,4496,Start,06:30
8992,4496,Failure,01:13
8993,4497,Start,11:11
8994,4497,Success,10:10
8995,4498,Start,22:34
8996,4498,Success,06:54
8997,4499,Start,22:34
8998,4499,Failure,13:49
8999,4500,Start,01:37
9000,4500,Success,14:50
9001,4501,Start,12:00
9002,4501,Failure,21:45
9003,4502,Start,16:52
9004,4502,Success,02:26
9005,4503,Start,18:18
9006,4503,Failure,09:57
9007,4504,Start,01:01
9008,4504,Success,00:00
9009,4505,Start,12:48
9010,4505,Success,18:30
9011,4506,Start,06:42
9012,4506,Failure,15:51
9013,4507,Start,17:53
9014,4507,Failure,23:23
9015,4508,Start,22:58
9016,4508,Success,22:22
9017,4509,Start,16:52
9018,4509,Success,20:44
9019,4510,Start,14:14
9020,4510,Failure,15:27
9021,4511,Start,23:23
9022,4511,Failure,01:37
9023,4512,Start,21:21
9024,4512,Success,22:34
9025,4513,Start,16:28
9026,4513,Success,00:12
9027,4514,Start,07:07
9028,4514,Success,22:10
9029,4515,Start,10:22
9030,4515,Failure,19:55
9031,4516,Start,23:47
9032,4516,Failure,09:21
9033,4517,Start,00:00
9034,4517,Failure,07:19
9035,4518,Start,12:48
9036,4518,Success,04:28
9037,4519,Start,12:00
9038,4519,Success,18:42
9039,4520,Start,16:52
9040,4520,Success,10:22
9041,4521,Start,12:12
9042,4521,Failure,13:01
9043,4522,Start,00:48
9044,4522,Failure,23:11
9045,4523,Start,05:05
9046,4523,Failure,21:09
9047,4524,Start,12:00
9048,4524,Failure,05:41
9049,4525,Start,16:28
9050,4525,Success,00:12
9051,4526,Start,10:46
9052,4526,Failure,15:51
9053,4527,Start,23:35
9054,4527,Success,02:02
9055,4528,Start,01:37
9056,4528,Failure,09:21
9057,4529,Start,10:10
9058,4529,Failure,11:59
9059,4530,Start,02:50
9060,4530,Success,10:34
9061,4531,Start,09:33
9062,4531,Failure,05:17
9063,4532,Start,01:37
9064,4532,Failure,17:17
9065,4533,Start,15:27
9066,4533,Success,18:18
9067,4534,Start,21:09
9068,4534,Success,00:36
9069,4535,Start,14:26
9070,4535,Failure,01:37
9071,4536,Start,10:10
9072,4536,Success,22:46
9073,4537,Start,23:11
9074,4537,Success,18:42
9075,4538,Start,18:42
9076,4538,Failure,15:27
9077,4539,Start,11:35
9078,4539,Success,14:38
9079,4540,Start,14:14
9080,4540,Success,20:08
9081,4541,Start,00:36
9082,4541,Failure,17:53
9083,4542,Start,07:43
9084,4542,Failure,09:09
9085,4543,Start,06:42
9086,4543,Success,02:38
9087,4544,Start,22:22
9088,4544,Success,20:20
9089,4545,Start,12:12
9090,4545,Failure,23:23
9091,4546,Start,14:50
9092,4546,Success,06:42
9093,4547,Start,10:46
9094,4547,Success,22:46
9095,4548,Start,14:38
9096,4548,Success,00:12
9097,4549,Start,14:14
9098,4549,Success,00:48
9099,4550,Start,23:23
9100,4550,Success,12:24
9101,4551,Start,22:10
9102,4551,Failure,15:51
9103,4552,Start,01:49
9104,4552,Success,12:36
9105,4553,Start,07:55
9106,4553,Success,10:34
9107,4554,Start,08:56
9108,4554,Failure,05:53
9109,4555,Start,19:31
9110,4555,Failure,05:17
9111,4556,Start,18:54
9112,4556,Success,12:00
9113,4557,Start,20:32
9114,4557,Failure,15:03
9115,4558,Start,15:03
9116,4558,Success,02:50
9117,4559,Start,14:38
9118,4559,Failure,05:53
9119,4560,Start,06:54
9120,4560,Success,10:10
9121,4561,Start,21:33
9122,4561,Failure,01:25
9123,4562,Start,22:34
9124,4562,Success,10:34
9125,4563,Start,00:12
9126,4563,Failure,05:53
9127,4564,Start,17:29
9128,4564,Success,16:40
9129,4565,Start,21:09
9130,4565,Success,02:14
9131,4566,Start,08:32
9132,4566,Success,04:28
9133,4567,Start,15:15
9134,4567,Failure,05:29
9135,4568,Start,08:32
9136,4568,Failure,03:51
9137,4569,Start,21:33
9138,4569,Failure,23:11
9139,4570,Start,22:10
9140,4570,Failure,03:27
9141,4571,Start,21:33
9142,4571,Failure,01:01
9143,4572,Start,14:02
9144,4572,Failure,05:53
9145,4573,Start,15:39
9146,4573,Failure,19:07
9147,4574,Start,14:50
9148,4574,Failure,21:09
9149,4575,Start,13:01
9150,4575,Success,00:24
9151,4576,Start,19:07
9152,4576,Success,08:20
9153,4577,Start,20:20
9154,4577,Success,04:16
9155,4578,Start,00:36
9156,4578,Success,02:26
9157,4579,Start,10:46
9158,4579,Success,14:50
9159,4580,Start,12:24
9160,4580,Failure,19:55
9161,4581,Start,09:21
9162,4581,Failure,17:41
9163,4582,Start,09:57
9164,4582,Failure,23:11
9165,4583,Start,06:30
9166,4583,Failure,11:35
9167,4584,Start,18:06
9168,4584,Failure,23:35
9169,4585,Start,18:54
9170,4585,Failure,05:17
9171,4586,Start,15:27
9172,4586,Failure,05:53
9173,4587,Start,12:48
9174,4587,Failure,07:43
9175,4588,Start,16:28
9176,4588,Failure,09:57
9177,4589,Start,04:28
9178,4589,Failure,15:51
9179,4590,Start,17:53
9180,4590,Success,12:36
9181,4591,Start,04:16
9182,4591,Success,20:08
9183,4592,Start,00:24
9184,4592,Failure,13:25
9185,4593,Start,19:31
9186,4593,Failure,17:05
9187,4594,Start,11:47
9188,4594,Success,12:00
9189,4595,Start,17:17
9190,4595,Success,10:34
9191,4596,Start,06:42
9192,4596,Success,04:16
9193,4597,Start,22:34
9194,4597,Success,06:06
9195,4598,Start,07:31
9196,4598,Success,02:02
9197,4599,Start,16:16
9198,4599,Failure,05:05
9199,4600,Start,02:14
9200,4600,Failure,15:27
9201,4601,Start,19:31
9202,4601,Failure,15:27
9203,4602,Start,18:42
9204,4602,Success,08:56
9205,4603,Start,15:03
9206,4603,Success,20:20
9207,4604,Start,03:27
9208,4604,Success,00:00
9209,4605,Start,09:09
9210,4605,Failure,09:09
9211,4606,Start,08:08
9212,4606,Success,12:00
9213,4607,Start,02:02
9214,4607,Success,04:40
9215,4608,Start,10:46
9216,4608,Failure,07:31
9217,4609,Start,05:53
9218,4609,Success,06:42
9219,4610,Start,15:03
9220,4610,Success,10:22
9221,4611,Start,00:36
9222,4611,Success,18:54
9223,4612,Start,07:19
9224,4612,Success,10:22
9225,4613,Start,14:14
9226,4613,Failure,01:25
9227,4614,Start,13:13
9228,4614,Failure,03:03
9229,4615,Start,23:35
9230,4615,Success,04:40
9231,4616,Start,22:22
9232,4616,Failure,19:55
9233,4617,Start,02:14
9234,4617,Failure,23:23
9235,4618,Start,22:34
9236,4618,Success,12:48
9237,4619,Start,16:16
9238,4619,Failure,21:33
9239,4620,Start,19:07
9240,4620,Success,18:30
9241,4621,Start,09:45
9242,4621,Success,08:08
9243,4622,Start,15:39
9244,4622,Success,14:50
9245,4623,Start,08:56
9246,4623,Success,00:00
9247,4624,Start,14:50
9248,4624,Failure,23:23
9249,4625,Start,21:45
9250,4625,Failure,05:53
9251,4626,Start,19:43
9252,4626,Failure,19:55
9253,4627,Start,03:39
9254,4627,Failure,15:51
9255,4628,Start,01:49
9256,4628,Failure,13:01
9257,4629,Start,07:55
9258,4629,Failure,11:59
9259,4630,Start,08:20
9260,4630,Success,14:38
9261,4631,Start,06:30
9262,4631,Success,10:34
9263,4632,Start,02:14
9264,4632,Success,04:28
9265,4633,Start,05:29
9266,4633,Success,08:56
9267,4634,Start,14:50
9268,4634,Failure,19:31
9269,4635,Start,13:01
9270,4635,Success,14:14
9271,4636,Start,00:24
9272,4636,Success,18:06
9273,4637,Start,23:59
9274,4637,Success,08:44
9275,4638,Start,05:29
9276,4638,Failure,17:17
9277,4639,Start,09:21
9278,4639,Failure,21:21
9279,4640,Start,13:49
9280,4640,Success,02:38
9281,4641,Start,02:14
9282,4641,Success,14:50
9283,4642,Start,05:05
9284,4642,Failure,07:07
9285,4643,Start,16:04
9286,4643,Failure,15:03
9287,4644,Start,06:06
9288,4644,Failure,07:43
9289,4645,Start,04:28
9290,4645,Success,18:54
9291,4646,Start,10:34
9292,4646,Success,16:04
9293,4647,Start,00:48
9294,4647,Failure,05:05
9295,4648,Start,09:21
9296,4648,Failure,09:45
9297,4649,Start,18:30
9298,4649,Success,08:44
9299,4650,Start,09:09
9300,4650,Success,18:30
9301,4651,Start,12:12
9302,4651,Success,06:06
9303,4652,Start,10:58
9304,4652,Success,10:46
9305,4653,Start,15:27
9306,4653,Failure,01:25
9307,4654,Start,04:52
9308,4654,Success,02:26
9309,4655,Start,08:44
9310,4655,Success,08:44
9311,4656,Start,01:13
9312,4656,Failure,17:53
9313,4657,Start,04:04
9314,4657,Success,20:08
9315,4658,Start,22:46
9316,4658,Success,06:30
9317,4659,Start,09:57
9318,4659,Failure,15:15
9319,4660,Start,14:50
9320,4660,Success,10:10
9321,4661,Start,02:26
9322,4661,Failure,19:19
9323,4662,Start,18:30
9324,4662,Success,20:08
9325,4663,Start,12:00
9326,4663,Success,16:04
9327,4664,Start,05:29
9328,4664,Success,22:10
9329,4665,Start,06:42
9330,4665,Failure,19:55
9331,4666,Start,05:29
9332,4666,Failure,23:35
9333,4667,Start,16:28
9334,4667,Failure,03:15
9335,4668,Start,13:25
9336,4668,Success,20:20
9337,4669,Start,13:01
9338,4669,Success,14:26
9339,4670,Start,17:53
9340,4670,Success,02:14
9341,4671,Start,16:28
9342,4671,Failure,19:19
9343,4672,Start,03:39
9344,4672,Failure,21:33
9345,4673,Start,08:32
9346,4673,Success,04:40
9347,4674,Start,04:40
9348,4674,Success,04:16
9349,4675,Start,02:02
9350,4675,Success,20:44
9351,4676,Start,10:46
9352,4676,Failure,07:55
9353,4677,Start,20:32
9354,4677,Failure,23:11
9355,4678,Start,10:58
9356,4678,Failure,11:23
9357,4679,Start,16:16
9358,4679,Success,04:04
9359,4680,Start,19:19
9360,4680,Success,02:38
9361,4681,Start,23:23
9362,4681,Failure,19:43
9363,4682,Start,00:12
9364,4682,Failure,03:15
9365,4683,Start,01:13
9366,4683,Success,16:52
9367,4684,Start,00:12
9368,4684,Failure,23:47
9369,4685,Start,16:16
9370,4685,Failure,17:17
9371,4686,Start,09:33
9372,4686,Failure,15:15
9373,4687,Start,11:23
9374,4687,Failure,13:01
9375,4688,Start,07:07
9376,4688,Success,12:48
9377,4689,Start,12:48
9378,4689,Success,12:12
9379,4690,Start,00:48
9380,4690,Success,16:28
9381,4691,Start,22:22
9382,4691,Failure,07:43
9383,4692,Start,17:05
9384,4692,Failure,19:07
9385,4693,Start,10:22
9386,4693,Success,02:02
9387,4694,Start,02:26
9388,4694,Failure,05:17
9389,4695,Start,15:03
9390,4695,Success,12:00
9391,4696,Start,09:45
9392,4696,Success,16:28
9393,4697,Start,17:17
9394,4697,Success,14:14
9395,4698,Start,16:16
9396,4698,Failure,01:01
9397,4699,Start,11:59
9398,4699,Success,14:02
9399,4700,Start,12:48
9400,4700,Failure,03:51
9401,4701,Start,22:22
9402,4701,Success,20:08
9403,4702,Start,23:11
9404,4702,Success,00:12
9405,4703,Start,09:45
9406,4703,Failure,23:47
9407,4704,Start,11:23
9408,4704,Success,06:30
9409,4705,Start,18:30
9410,4705,Success,02:50
9411,4706,Start,20:20
9412,4706,Success,14:38
9413,4707,Start,05:05
9414,4707,Failure,09:09
9415,4708,Start,13:01
9416,4708,Failure,19:55
9417,4709,Start,13:13
9418,4709,Success,16:04
9419,4710,Start,03:15
9420,4710,Failure,21:57
9421,4711,Start,03:15
9422,4711,Failure,23:47
9423,4712,Start,00:12
9424,4712,Success,20:44
9425,4713,Start,20:08
9426,4713,Success,02:38
9427,4714,Start,12:24
9428,4714,Failure,11:47
9429,4715,Start,15:27
9430,4715,Success,22:46
9431,4716,Start,08:44
9432,4716,Success,08:44
9433,4717,Start,03:15
9434,4717,Failure,07:19
9435,4718,Start,00:36
9436,4718,Failure,21:09
9437,4719,Start,11:35
9438,4719,Failure,05:41
9439,4720,Start,05:17
9440,4720,Success,16:28
9441,4721,Start,18:06
9442,4721,Success,00:00
9443,4722,Start,23:35
9444,4722,Success,08:20
9445,4723,Start,05:53
9446,4723,Failure,21:09
9447,4724,Start,07:31
9448,4724,Success,16:28
9449,4725,Start,03:15
9450,4725,Failure,23:47
9451,4726,Start,17:41
9452,4726,Failure,19:07
9453,4727,Start,03:51
9454,4727,Success,10:22
9455,4728,Start,21:33
9456,4728,Failure,07:31
9457,4729,Start,19:31
9458,4729,Failure,19:55
9459,4730,Start,20:56
9460,4730,Success,08:20
9461,4731,Start,00:12
9462,4731,Failure,11:35
9463,4732,Start,06:06
9464,4732,Failure,01:01
9465,4733,Start,15:15
9466,4733,Failure,11:59
9467,4734,Start,08:56
9468,4734,Success,20:32
9469,4735,Start,23:47
9470,4735,Failure,23:59
9471,4736,Start,19:43
9472,4736,Success,06:18
9473,4737,Start,18:18
9474,4737,Failure,09:45
9475,4738,Start,02:50
9476,4738,Failure,07:31
9477,4739,Start,22:22
9478,4739,Success,00:12
9479,4740,Start,22:34
9480,4740,Success,02:50
9481,4741,Start,01:37
9482,4741,Failure,07:07
9483,4742,Start,05:17
9484,4742,Success,12:24
9485,4743,Start,23:59
9486,4743,Failure,05:29
9487,4744,Start,20:44
9488,4744,Success,12:48
9489,4745,Start,19:19
9490,4745,Failure,07:31
9491,4746,Start,08:32
9492,4746,Success,20:08
9493,4747,Start,12:36
9494,4747,Success,00:36
9495,4748,Start,06:54
9496,4748,Failure,15:15
9497,4749,Start,11:23
9498,4749,Failure,17:29
9499,4750,Start,21:33
9500,4750,Failure,11:59
9501,4751,Start,07:43
9502,4751,Success,02:38
9503,4752,Start,23:23
9504,4752,Success,06:30
9505,4753,Start,15:15
9506,4753,Success,18:54
9507,4754,Start,03:03
9508,4754,Failure,19:43
9509,4755,Start,13:37
9510,4755,Success,20:56
9511,4756,Start,12:36
9512,4756,Success,22:34
9513,4757,Start,17:53
9514,4757,Success,04:52
9515,4758,Start,01:01
9516,4758,Failure,01:01
9517,4759,Start,16:16
9518,4759,Failure,09:45
9519,4760,Start,08:56
9520,4760,Failure,03:15
9521,4761,Start,02:38
9522,4761,Success,12:00
9523,4762,Start,13:13
9524,4762,Failure,15:39
9525,4763,Start,21:09
9526,4763,Failure,05:53
9527,4764,Start,10:34
9528,4764,Success,02:26
9529,4765,Start,00:24
9530,4765,Failure,15:51
9531,4766,Start,18:06
9532,4766,Success,08:56
9533,4767,Start,22:34
9534,4767,Success,16:04
9535,4768,Start,02:50
9536,4768,Failure,01:25
9537,4769,Start,15:51
9538,4769,Success,02:38
9539,4770,Start,15:27
9540,4770,Failure,19:19
9541,4771,Start,12:12
9542,4771,Success,00:36
9543,4772,Start,19:19
9544,4772,Success,12:24
9545,4773,Start,15:51
9546,4773,Success,20:32
9547,4774,Start,13:25
9548,4774,Failure,23:47
9549,4775,Start,14:02
9550,4775,Failure,21:09
9551,4776,Start,22:10
9552,4776,Failure,17:17
9553,4777,Start,06:18
9554,4777,Failure,07:43
9555,4778,Start,05:41
9556,4778,Failure,11:23
9557,4779,Start,01:13
9558,4779,Success,06:30
9559,4780,Start,15:51
9560,4780,Failure,15:27
9561,4781,Start,18:06
9562,4781,Failure,23:59
9563,4782,Start,06:54
9564,4782,Failure,05:17
9565,4783,Start,15:15
9566,4783,Success,08:32
9567,4784,Start,19:07
9568,4784,Failure,23:23
9569,4785,Start,11:47
9570,4785,Failure,17:17
9571,4786,Start,14:02
9572,4786,Success,04:04
9573,4787,Start,10:34
9574,4787,Failure,17:05
9575,4788,Start,05:29
9576,4788,Failure,15:27
9577,4789,Start,09:45
9578,4789,Success,10:34
9579,4790,Start,23:11
9580,4790,Success,10:10
9581,4791,Start,15:03
9582,4791,Success,10:22
9583,4792,Start,00:12
9584,4792,Success,06:54
9585,4793,Start,23:59
9586,4793,Success,00:00
9587,4794,Start,13:25
9588,4794,Failure,11:35
9589,4795,Start,21:33
